review_id,puskesmas_id,puskesmas_name,wilayah,rating,stratum,review_text
PKM_SMG_006_R0489_939afbb2,PKM_SMG_006,Gayamsari,Semarang,1,Semarang | sedang | 1★,"Saya vaksin booster ke -2 pada tgl.27 Januari 2023, sampai sekarang tgl.27 Februari 2023 sertifikat vaksin belum muncul di peduli lindungi,Mohon pencerahannya 🙏🏿"
PKM_SBY_005_R0366_d45f8482,PKM_SBY_005,Dukuh  Kupang,Surabaya,2,Surabaya | panjang | 2★,"Pelayanan sudah cukup bagus tapi banyak yang perlu diperbaiki
- pelayanan obat lama, bisa sampai 1 jam lebih hanya untuk menunggu, mungkin bisa ditambah petugasnya
- penjelasan di poli KIA yang tidak detail, terkesan hanya memberikan penjelasan ketika ditanya"
PKM_SMG_010_R0340_6d72faf2,PKM_SMG_010,Kagok,Semarang,1,Semarang | panjang | 1★,"Udah nunggunya lama di umum. Pdahal sakitnya panas dingin menggigil,  pusing, mual, diare, badan kayak ketusuk batuk kok dikasih nya obat promag sma obat panas?  Obat pusing, batuk sma diare nya???  Tau gitu dirumah juga ada 😑 dan dokter nya bukan yg biasanya."
PKM_SBY_062_R0540_7408dbc1,PKM_SBY_062,Tenggilis,Surabaya,1,Surabaya | panjang | 1★,"Sungguh mengecewakan. Seumur hidup saya. Saya tidak akan kembali ke tempat ini lagi.
Pengalaman saya ini nyata terjadi. Saya bisa buktikan. Tadi pagi saya ke puskesmas berobat untuk saya, istri dan kedua anak saya pakai bpjs. Sesuai dgn aturan bpjs bahwa walaupun beda kota faskes tingkat pertama. Peserta bpjs berhak mendapat pelayanan periksa 3x. Dari awal saya sekeluarga sdh dipersulit. Lempar sana sini. Tp akhirnya saya sekeluarga bisa berobat disini, dgn saya menyampaikan hak saya sbg peserta bpjs. Utk anak saya ada yg hrs periksa lab. Tp hrs bayar. Saya sempat protes, tp krn saya beda kota utk faskes, jadi saya dikenakan biaya periksa lab.
Disinilah malapetaka itu terjadi. Anak saya yg usia 3,5 tahun diambil darah di tusuk jarum di lengan kanan. Dikira anak saya patung apa. Krn tdk ketemu otot besar di lengan kanan. Jarum yg sdh masuk di lengan anak saya dibelokan kanan kiri, diulang2 terus. Anda bisa bayangkan. Kita aja org dewasa kalo digitukan pasti sakit apalagi anak kecil. Saya protes. Kata susternya, ini lg cari2 pak. Anak kecil memang susah. Trus saya suruh cabut. Eh susternya masih cari2. Trus suster senior omong, kalo ga mau ya ga usah periksa. Jawaban apa itu. Suster apa ini.kok Seenaknya sendiri. Percuma bersumpah. Akhirnya dicabut. Trus masih ngeles lagi. Katanya sdh dapat uratnya. Gara2 saya protes jd ga keambil darahnya. Pdhl sdh jelas2. Saya melihat dgn mata kepala saya sendiri kalo dia ga ketemu urat darahnya. Akhirnya pindah ke tangan sebelah kiri. Dan sekali tancap geser dikit lgs dapat.
Mohon pihak yg berwenang bisa membaca keluhan saya. Suster2 yg tidak profesional dan belum pintar atau belum ahli. Jangan ditaruh di bagian ini. Ini namanya menyengsarakan kami pasien. Puskesmasnya bagus. Oknum nya yg buat jadi jelek krn tidak kompeten. Semoga saja bekas suntikan di lengan anak saya tidak terjadi pembengkakan atau iritasi. Jika terjadi, maka suter tersebut. Akan saya tuntut. Terimakasih"
PKM_SBY_005_R0896_fd402cf6,PKM_SBY_005,Dukuh  Kupang,Surabaya,1,Surabaya | sedang | 1★,"Kalau tidak urgent banget mending ke puskesmas atau klinik lain,disini ruwet dan lama padahal pasien cm sedikit"
PKM_BTL_019_R0356_8e3deb7f,PKM_BTL_019,Piyungan,Bantul,1,Bantul | sedang | 1★,"Pelayanan untuk korban kecelakaan sangat buruk, tidak ada dokter yg bertugas saat malam, tidak direkomendasikan untuk korban kecelakaan, orang habis kecelakaan malah ditanya aneh² . Payaahh"
PKM_SBY_013_R0443_9f4c7c3e,PKM_SBY_013,Keputih,Surabaya,1,Surabaya | panjang | 1★,Untuk yang ke 2 kalinya saya kesini dan terulang lagi kelewatan nomer antrian tanya katanya nunggu 5 antrian apanya dari tadi sudah lebih dari 5 antrian ini niat kerja apa tidak ya di sini saya nunggu udah hampir 1 jam waduh pemerintah harusnya ganti saja semuanya biar lebih meningkat kualitasnya kayak tidak niat kerja 👎
PKM_SBY_037_R0139_163e5129,PKM_SBY_037,Kalirungkut,Surabaya,1,Surabaya | panjang | 1★,"Kemaren pas tgl 12/03/25 bersama istri dan anak datang k puskesmas kalirungkut. Istri sedang hamil tua dan ada kendala pada kehamilannya yg mengharuskan istrht total dan tidak boleh bnyak jln. Datang k puskesmas untuk meminta surat rujukan, karena rujukan yg terakhir sudah hbis masa berlakunya. Selama kehamilan istri mendapat penanganan dri dokter spesialis d RSI Jemursari, sudah beberapa kali opname karena pernah rembes ketuban nya. Kita datang minta rujukan dg membawa surat rujukan yg lama serta hasil pemeriksaan dri dokter spesialis dri RSI Jemursari, dan ternyata d puskesmas diminta untuk cek lab dan pemeriksaan lain2 yg padahal keperluan hanya untuk minta surat rujukan saja. Seharusnya bisa langsung di buatkan karena jg waktunya untuk kontrol d RSI, d puskesmas istri diminta tes lab dan lain2 di suruh jln kesana kemari untuk urus smpe pucat n merasa kesakitan d perutnya. Akhirrnya saya langsung bicara dg perawat yg jaga d depan, bilang klo cuma minta rujukan dan hrus kontrol hari ini. Karena sudah terlalu lama menunggu sampai emosi marah2 dn perawat cuma bilang tidak bisa dan harus tes lab dll untuk rujukannya dan rujukan akan di berikan besok nya. Saya makin marah melihat kondisi istri yg mulai merasa kesakitan smbil teriak kalo gak bisa kasih rujukan ya sudah bilang saja setelah ini kita gk bakal gunakan faskes dsni lagi, jgan malah d persulit, padahal sudah tau kondisi kehamilan istri sedang bermasalah malah terkesan mengabaikan. Setelah saya marah2 gitu baru mau buatkan surat rujukan, dan langsung menuju k RSI Jemursari. Setelah tiba langsung d tangani dokter spesialisnya, kita cerita yg terjadi d Puskesmas dan dokternya berkata di surat hasil pemerikasaan kan sudah jelas tertulis lengkap, kondisi dan riwayat pasien, gimana sih orang puskesmas ini kan tinggal buat rujukan saja kenapa harus memeriksa lagi. Untung saja tidak terjadi apa yg mengkhawatirkan pada istri dan janin nya, dri sini mulai sadar kalo kualitas d puskesma kalirungkut sangat buruk dalam pelayanan dan juga buruk dalam fasilitas. Hampir 3 jam hanya untuk surat rujukan, sangat kecewa."
PKM_BTL_026_R0413_100bd48e,PKM_BTL_026,Sewon 2,Bantul,1,Bantul | pendek | 1★,Tidak ada ramah ramahnya
PKM_SBY_053_R0250_2a51a48b,PKM_SBY_053,Sememi,Surabaya,2,Surabaya | panjang | 2★,"Untuk tugas medis di bagian KIA bidannya ramah dan pelayanan bagus tapi sangat di sayangkan untuk bagian loket KIA KURANG SOPAN masak KTP blm di ambil di kelurahan di bilang "" belum di ambil apa DIGADAIKAN"" dengan nada dering sengit + di ulang 2 x.. lain kali jangan memandang orang dari TAMPANG dan PAKAIANNYA YA BU.. walaupun tampang kita kayak gembel tp isi rekening boleh di adu 🫢.."
PKM_SMG_022_R1131_b8300ad8,PKM_SMG_022,Ngaliyan,Semarang,2,Semarang | sedang | 2★,"Pelayanan swab antigen sangat lama, waktu yg dibutuhkan 2 kali klinik swasta"
PKM_SBY_057_R0069_ffdcc982,PKM_SBY_057,Simomulyo,Surabaya,1,Surabaya | panjang | 1★,"Cuma ada 1 oknum perempuan yang bikin saya bener2 sakit hati, saya BPJS jakarta, luka bakar dan salah penanganan kata rumah sakit yang saya dioperasi, bahkan pihak rumah sakit sampe geleng2 kepala liat penanganan luka bakar di puskesmas ini, gatau dia itu dokter atau siapa, dia juga yg bikin saya dioperasi di rumah sakit karena penanganan yang salah dengan luka bakar saya kata pihak rumah sakit, dan saya pun masih dipersulit dengan minta rujukan ke rumah sakit untuk kontrol, dijutekin dengan orang yang sama pelayanan apa kaya begitu, toh kalo memang peraturan saya ngerti, tapi ya ngomong yang enak arahkan di carikan solusi untuk pindah faskes kaya dokter yg periksa saya di puskesmas itu baik banget disarankan pindah faskes dikasih tau caranya, itu yang bener kalo anda kerja di bagian PELAYANAN MASYARAKAT!!!"
PKM_BTL_025_R0641_78cf9f8f,PKM_BTL_025,Sewon 1,Bantul,1,Bantul | panjang | 1★,Niat hati cari pertolongan pertama dan terdekat ke ugd malem2 kagak ada orgnya.. Beda bgt sama puskesmas kasihan 1  yg ugd selalu siap siaga utk pertolongan pertama benar2 24jam.. Lalu apa gunanya ada tulisan ugd.. Kek manaaaa
PKM_SMG_033_R1636_d369bfa9,PKM_SMG_033,Srondol,Semarang,1,Semarang | pendek | 1★,Petugas sangat tidak ramah
PKM_BTL_003_R0130_f00eefca,PKM_BTL_003,Banguntapan 2,Bantul,2,Bantul | sedang | 2★,"yang jaga bapak""di depan ngawur mau periksa pusing malah di kasih antrean ke ispa"
PKM_SBY_008_R0775_422c8f50,PKM_SBY_008,Jagir,Surabaya,1,Surabaya | sedang | 1★,Pelayanan komunikasi terhadap pasien mengecewakan sekali terutama bagian depan 👎.. Saran saja perlu di briefing soal take and service terhadap pasien
PKM_SBY_059_R0645_7bb01658,PKM_SBY_059,Tanah Kali Kedinding,Surabaya,2,Surabaya | sedang | 2★,"sumpah pelayanannya buruk banget, suamiku nanya biar mudeng malah jelasinnya ngotot banget pakek urat!!!"
PKM_SMG_025_R0226_804db81c,PKM_SMG_025,Padangsari,Semarang,1,Semarang | sedang | 1★,"Berobat disini pake bpjs gapernah sembuh, obatnya gapernah ada yang cocok
Nilai pelayanan 0 untuk KIA nya, dokter dan bidan kurang berpengalaman dan kurang profesional"
PKM_SBY_037_R0160_24add134,PKM_SBY_037,Kalirungkut,Surabaya,2,Surabaya | pendek | 2★,Jam operasional nya kl sabtu sampai jam 12 siang
PKM_BTL_007_R0086_5e05499c,PKM_BTL_007,Dlingo 1,Bantul,1,Bantul | sedang | 1★,"Pelayanan di ruang periksa 1 kurang dari kata ramah. (Galak,e pollll)"
PKM_SBY_025_R0165_0b15bfd1,PKM_SBY_025,Siwalankerto,Surabaya,2,Surabaya | sedang | 2★,"Kurang profesional..
Udah ada nomer antrian online tapi petugas medis tidak ada,"
PKM_SMG_019_R0140_26ab2a15,PKM_SMG_019,Manyaran,Semarang,1,Semarang | panjang | 1★,"Sudah daftar via pustaka untuk ke poli umum,  begitu datang ternyata terlewat 2 antrian. bapak2 yg gemuk dengan ketus dan nada membentak. ngomong besok lagi kalau datang pagi,daftar pustaka kok telat. padahal bisa diganti dengan bu besok lagi adik dibangunkan lebih pagi ya, supaya sesuai antriannya. (padahal kalau saya datang jam 7 dan mulai pelayanan jam 7.15 saya ga bentak2 petugas juga)
kok bisa beda banget ya pelayanannya dengan poli gigi yg begitu datang telat ataupun ga  telat dilayani dengan ramah.
kok bisa 1 puskesmas beda SOP

kalau memang aturannya beda kan bisa ya cetak banner untuk aturan masing2 tiap poli toh MMT murah kalau gamau cetak X banner"
PKM_BTL_014_R0048_59d10a2e,PKM_BTL_014,Kasihan 2,Bantul,1,Bantul | pendek | 1★,Parah... Pelayanan 👎
PKM_SBY_055_R0252_15a7b0b7,PKM_SBY_055,Sidotopo Wetan,Surabaya,2,Surabaya | panjang | 2★,Tmptnya sdh bagus dan bersih.. Tp knpa hari Minggu tdk ada dokter jaga.. Badan saya sdh 3 hari demam lalu Minggu siang ke sana.. Kt perugas disrh opname.. Karna yg ada hnya dokter utk rawat inap.. Utk rawat jalan tdk ada..Saya tdk mau opnane krna anak saya 3 dan bsk hrs sklh..Kalo mau hrs tunggu Senin.. Apakah orng sakit hrs ditunda sampe SENIN. MOHON DIPERTIMBANGKAN PELAYANAN UTK MASYARAKAT SEKALIPUN PAKE BPJS TP SAYA BPJS MANDIRI.. Terima kasih
PKM_SMG_022_R1093_71691bb9,PKM_SMG_022,Ngaliyan,Semarang,2,Semarang | sedang | 2★,"Blm dicek tensi kok udah tau tensi saya:"") waktu bilang blm cek tensi baru dipersilahkan, itu aja saya yg minta ke petugasnya:"" padahal waktu nunggu antrian juga dipanggil petugas tp ga dicek tensi"
PKM_BTL_013_R0025_25f931c5,PKM_BTL_013,Kasihan 1,Bantul,1,Bantul | sedang | 1★,"Belum selesai perbincangan, malah udh ninggalin pasien.
Meskipun tidak darurat tp itu tidak baik untuk sebuah “pelayanan”"
PKM_BTL_013_R1282_db1f0eec,PKM_BTL_013,Kasihan 1,Bantul,1,Bantul | panjang | 1★,"dari pelayanan depan diarahkan ke poli umum padahal sudha dikeluhkan ada batuk dan pusing, nunggu 2 jam, sampai di poli umum dilempar ke poli batuk, nunggu lagi lama lagi, orang disini mau pingsan bukan gara2 sakit tp nunggu lama gara2 alur tidak jelas"
PKM_SBY_044_R0094_46409581,PKM_SBY_044,Manukan Kulon,Surabaya,2,Surabaya | sedang | 2★,"di google tertulis buka 24 jam tapi pagi ini saya kesana ternyata pagar tertutup, padahal saya mau ke UGD😞, tolong beri info di google yang benar🙏"
PKM_SBY_059_R1098_eb04597d,PKM_SBY_059,Tanah Kali Kedinding,Surabaya,2,Surabaya | pendek | 2★,Rujukan bisa kemana saja ya??
PKM_BTL_014_R0368_806c2687,PKM_BTL_014,Kasihan 2,Bantul,1,Bantul | panjang | 1★,SELAMAT PAGI .PAK BUK PENGURUS PUSKES TOLONG PERHATIKAN PELAYANAN NYA PAK BUK  JGN ADA YANG KENAL MAKAH DIA DI DAHULUKAN KASIAN YANG BENER BENER MAU BEROBAT DAN YANG BENER2 SUDAH DATANG DARI AWAL . SAMPE ANTRI NO 12 PADAHAL DATANG JAM 5.30 BELUM ADA 1 PUN ORANG KOK BISA DAPET ANTRIAN BELASAN . TOLONG DI BRIPING LAGI . SAYA TAU ATURAN KASIAN YANG BENER2 MAU BEROBAT . PELAYANAN NYA NGAK BERUBAH2 DARI DULU . TETEP BEGINI .
PKM_BTL_023_R0386_7da49b32,PKM_BTL_023,Sedayu 1,Bantul,2,Bantul | pendek | 2★,Pelayanannya agak kurang ramah
PKM_SBY_056_R0222_28ac07c1,PKM_SBY_056,Simolawang,Surabaya,1,Surabaya | panjang | 1★,"Pelayanan di gigi sangat"" Buruk dan lamban sekali jga dokter bagian manggil di gigi sok sadis sya rasa gk cocok jdi dokter😡
Disana pdhal dokterx ada 3 yg bagian manggil 1 dokter periksax 2 tp gitu yg dipanggil pasienx cma 1 bikin greget klo ke gigi"
PKM_BTL_011_R0176_d2e60225,PKM_BTL_011,Jetis 1,Bantul,1,Bantul | panjang | 1★,"Pelayanan buruk.seminggu yll anter suami priksa telinga.. pagi2.Sama dokter di kasih parasetamol dan ctm.
Pulang...pasien msh kesakitan...
Lalu datang lg ke puskesmas...jam 3 sore..ke IGD.
Parasetamol dignti obat. Perawat bilang..puskesmas obatnya ya cm spt itu. Kalo msh sakit suruh ke RS.
Akhirnya ke RS ..telinga di korek²..sdh bernanah.di info kalo msh sakit sruh kontrol bawa rujukan dr puskms.
Trnyata k pskesmas jg susah mnta rujukan .knpa dr awal priksa tdk di korek2 telinganya????
Tidak dpt rujukan jugaaa..😪"
PKM_BTL_013_R1256_06e636ab,PKM_BTL_013,Kasihan 1,Bantul,1,Bantul | sedang | 1★,"Pelayanan tidak ramah, tidak jelas, dan tidak kompeten"
PKM_SBY_019_R0588_ff9409a8,PKM_SBY_019,Ngagel  Rejo,Surabaya,2,Surabaya | panjang | 2★,"Saya kemaren vaksin di mall, dan di beri surat yg mengatakan kalo suda vaksin dosis 3 oleh perawatnya, dan itu di tanggal 21 kemaren, sampe skrng di akun peduli lindungi saya kok belum masuk ya sertivikatnya? Tlg kak bantuanya ttimakasih"
PKM_SBY_017_R0537_7f7237c4,PKM_SBY_017,Morokrembangan,Surabaya,1,Surabaya | pendek | 1★,Belum pernah bronar di puskesmas
PKM_SBY_027_R0372_8b652299,PKM_SBY_027,Wiyung,Surabaya,1,Surabaya | panjang | 1★,"Mg lalu anter ortu umur 75 th swab ,hasil+  ,cuma dikasik obat btk, vit+paracetamol, sy tanya kok gada antivirus, krn ortu ada hipertensi, dokter situ blg omicron tdk perlu  antivirus, ternyata 1 mg kedpn ortu blm sembuh, malah skrg lemes + susah nelen gabisa mkn , parah nih dokternya ga becus semua !!!  Bikin orgtua tambah parah sktnya !!!"
PKM_SBY_012_R0279_713392fa,PKM_SBY_012,Kedurus,Surabaya,1,Surabaya | pendek | 1★,Apani tak sopan kali pelayanan nya
PKM_BTL_004_R0443_dd948f89,PKM_BTL_004,Banguntapan 3,Bantul,1,Bantul | panjang | 1★,"Review 3x berobat di puskesmas banguntapan III, belum ada yg memuaskan.

1. Antrian pendaftaran masih tidak disiplin karena selalu ada yang menyela antrian padahal sudah ada nomor antrian pendaftaran. seperti tidak ada yang petugas yang monitoring.

2. Jika anda datang utk pemeriksaan anak atau gigi dan ada keluhan bapil, tidak akan diizinkan ke poli KIA atau Gigi. tetapi akan diarahkan ke poli batuk dulu kemudian diberikan obat dan dipulangkan. apabila sudah sembuh bapilnya baru bisa datang lagi utk pemeriksaan ke poli2 tsb.

3. Poli batuk hanya melakukan screening dengan menanyakan keluhan dan langsung dikasih obat.

4. Poli gigi, 2x pemeriksaan petugas yang melakukan screening selalu tidak ramah dan ketus. Kunjungan yang kedua utk meminta rujukan saja, bahkan tidak diberikan.

5. Antrian penebusan obat juga lama dan pemberian obat tidak sesuai antrian.

Demikian pengalaman saya saat berobat di Puskesmas Banguntapan III.

Ini adalah pendapat pribadi saya bahwa pelayanan di Puskesmas manapun sepertinya masih jauh dari kata baik, jadi anda jangan berharap lebih utk mendapat pelayanan sesuai yanga anda mau jika anda memilih faskes Puskesmas. Lebih baik pilih faskesnya Klinik yg menerima BPJS daripada puskesmas.

Mudah-mudahan kritik ini dapat menjadi bahan evaluasi bagi pihak-pihak yang berwenang."
PKM_SMG_017_R0602_909c19c5,PKM_SMG_017,Lebdosari,Semarang,1,Semarang | panjang | 1★,"saya nunggu temen saya priksa. udh 2x kelewat antri, kmrn kelewat 7 antrian skrg antri D20 tp udh sampe D29 blm dipanggil. disamperin dl baru dipanggil🙏🏻  buat yg loket depan jgn lupa kl ada pasien disampein ke yg blkg biar ga kelewat. makasih"
PKM_SBY_045_R0018_ef405008,PKM_SBY_045,Medokan Ayu,Surabaya,1,Surabaya | panjang | 1★,"sistem antrian puskesmas medokan ayu kacau, pihak penerimaan dan kasir bilang kl pelayanan bedasarkan urutan kedatangan pasien, tapi setelah ke poli gigi para dokter gigi ngotot kalo urutan pelayanan bukan dari kedatangan tapi dari urutan nomor antrian, padahal urutan antrian kacau tidak jelas siapa yg dulu. 1 puskesmas kok beda beda penjelasanya, apa tidak pernah ada instruksi dari kepala puskesmas atau mmg staff nya yg kurang tanggap menangkap aturan

puskesmas medokan ayu perlu mencontoh pelayanan puskesmas lain"
PKM_SBY_035_R0164_8aa2e8cf,PKM_SBY_035,Gundih,Surabaya,1,Surabaya | pendek | 1★,Pelayan tidak memuaskan
PKM_SBY_035_R0228_977b3aac,PKM_SBY_035,Gundih,Surabaya,1,Surabaya | sedang | 1★,"untuk poli gigi masih kurang , padahal di dlm ada org nya tapi sampai stgh jam blm di panggil2 padahal antrian cman saya aja ,tlg di perbaiki🙏"
PKM_BTL_020_R0004_e77c7d09,PKM_BTL_020,Pleret,Bantul,1,Bantul | panjang | 1★,"Gk heran kalau bintangnya jelek. Pelayanan di pendaftaran pasien yg samping kasir, super judes. Ditanya baik2 jawabnya kek gk ikhlas bangeet... kog yo iseh dipertahankan yg seperti itu. Sayang banget.."
PKM_SBY_023_R0454_0d0b9f43,PKM_SBY_023,Sawahan,Surabaya,2,Surabaya | sedang | 2★,Seharusnya dibuatkan sistem antrian yg teratur. Karena yg antri di sini gerudukan. Tidak bisa maju satu persatu.
PKM_SBY_025_R0075_f212363d,PKM_SBY_025,Siwalankerto,Surabaya,1,Surabaya | pendek | 1★,Antrian lama udah tunggu 5 jam
PKM_SMG_009_R0732_db24069d,PKM_SMG_009,Halmahera,Semarang,1,Semarang | pendek | 1★,Banyak nyamuk. Rawat inap malah ngga bisa tidur
PKM_SBY_057_R0505_3e064bd6,PKM_SBY_057,Simomulyo,Surabaya,1,Surabaya | panjang | 1★,"Uda nggu lama di farmasi , 1 kloter yg ngumpulin kertas obat setelah sy di panggil, oke masih bisa menunggu 2 kloter setelah sy jg d panggil dan sy jg blm d pnggil sampek yg baru aja ngumpulin kertas d panggil sedangkan giliran sy gk di panggil"" dan ternyataaa kertas obatnya nyempil dong dan belum di siapkan"
PKM_SMG_020_R0546_383af1f5,PKM_SMG_020,Mijen,Semarang,2,Semarang | panjang | 2★,"Pelayanan umumnya cepat dan nyaman, namun untuk pelayanan giginya lama. saya datang lebih awal sebelum jam 7 dengan nomor antrian 20 kebawah namun antrian awal yg belum ada pasiennya tetap ditunggu. sehingga nomor bawah yg datang lebih awal tetap saja harus menunggu lama untuk menunggu nomor awal yg tidak ada orangnya."
PKM_BTL_004_R0442_3b8e3948,PKM_BTL_004,Banguntapan 3,Bantul,2,Bantul | sedang | 2★,Masa iya dateng untuk imunisasi tapi mencret gak dikasih obat
PKM_SBY_036_R0210_5b550683,PKM_SBY_036,Jeruk,Surabaya,1,Surabaya | sedang | 1★,Pelayanan sangat sangat sangat lambat apalagi poli KIA
PKM_BTL_005_R0630_c74e5307,PKM_BTL_005,Bantul 1,Bantul,2,Bantul | pendek | 2★,Bagian pendaftaran..gak bisa ramah sama pasien
PKM_BTL_023_R0132_1d750ddf,PKM_BTL_023,Sedayu 1,Bantul,1,Bantul | sedang | 1★,"Datang jan 7an dapat antrian 19 selesai jam 10an
19 antrian selama 3jam no gak urut 🙃"
PKM_SBY_047_R0399_cd20c9d4,PKM_SBY_047,Pacar Keling,Surabaya,1,Surabaya | panjang | 1★,Mohon di tingkat kan saya tadi nomer 57 sedangakan yg dI panggil di poli umum sudah 80 an sudah saya tanyakan ke loket katanya data saya ke poli umum terus saya ke poli umum gk ada data saya mungkin ke loket terus saya ke loket lagi kata loket data saya sudah di poli umum terus saya tanya lg ke poli umum katanya data nya sudah terumpuk nggk bisa cari data kalo gk bisa cari data buat pasien gk usah kerja ya mbak saya sangatt ke cewa
PKM_SBY_037_R0364_b21d4235,PKM_SBY_037,Kalirungkut,Surabaya,1,Surabaya | pendek | 1★,Pelayanan Lama banget
PKM_SBY_028_R0484_fc7e4e20,PKM_SBY_028,Wonokromo,Surabaya,1,Surabaya | pendek | 1★,Pelayanan pegawainya gak nyaman
PKM_BTL_011_R0177_530de929,PKM_BTL_011,Jetis 1,Bantul,1,Bantul | pendek | 1★,pelayanan buruk banget ga jelas
PKM_BTL_008_R0042_fe6e92d2,PKM_BTL_008,Dlingo 2,Bantul,1,Bantul | pendek | 1★,Pelayanan KIA Mengecewakan
PKM_SBY_013_R0553_426184ca,PKM_SBY_013,Keputih,Surabaya,1,Surabaya | sedang | 1★,"Puskesmasnya nggak sesuai prosedur. Masa saya nomor 1 tapi yg lain duluan yang masuk ke ruangan periksa poli gigi!
Kalau mau KOLUSI yang pinter dong!"
PKM_SBY_049_R0174_60ffd8ea,PKM_SBY_049,Peneleh,Surabaya,1,Surabaya | pendek | 1★,"lambattttttttt pake bgtt,"
PKM_SMG_025_R0038_67e13ea9,PKM_SMG_025,Padangsari,Semarang,1,Semarang | sedang | 1★,Kaya apotik ngk di periksa cuma tanya keluhan langsung di suruh ke farmasi
PKM_BTL_025_R0109_ce852d0f,PKM_BTL_025,Sewon 1,Bantul,1,Bantul | sedang | 1★,"puskesmas gratis, tapi bayarnya pake mental
kenapa sih harus ada pemeriksaan di puskesmas, ga cukup di obsgyn aja?"
PKM_SBY_034_R1166_86bd3c20,PKM_SBY_034,Gading,Surabaya,1,Surabaya | sedang | 1★,"Pelayanannya gak sopan,tidak di beri pengarahan malah menyalahkan"
PKM_BTL_023_R0331_5143021f,PKM_BTL_023,Sedayu 1,Bantul,2,Bantul | sedang | 2★,Entah rusak ato apa masih jadul aja..antiran pakai sebut nama di layar gg ada
PKM_SMG_035_R1146_eaffa58a,PKM_SMG_035,Telogosari Kulon,Semarang,1,Semarang | sedang | 1★,Bagian yg angkat telf apa gak ada ya.setiap kali telf ke sini g pernah di angkat sama sekali.kerja apa g itu
PKM_SBY_043_R0391_557a0ba4,PKM_SBY_043,Lontar,Surabaya,1,Surabaya | pendek | 1★,"Pelayanan tdk ramah, penjelasan tdk masuk akal"
PKM_BTL_003_R0302_8513a7f6,PKM_BTL_003,Banguntapan 2,Bantul,2,Bantul | sedang | 2★,Ni mbak mbak pelayanan buruk banget. Judes galak sibuk mainan hp. GAK MEMBANTU BANGET BUUUU
PKM_SBY_019_R0555_9391f97a,PKM_SBY_019,Ngagel  Rejo,Surabaya,2,Surabaya | panjang | 2★,"saat di poli umum dokternya bilang akan dikasih obat paracetamol utk penghilang nyeri pada lambung ibu saya.

saat di bag. farmasi dilayani oleh adek2 magang jas hijau, mereka malah ngasih obat sejenis kalsium. saya pertanyakan donk kegunaan kalsium untk penyakit lambung ibu saya. terus mereka bilang obatnya abis. Loh... loh.... loh.... kalo abis ya bilang abis donk jangan kasih obat lain yg gk nyambung.

untung ada ibu2 petugas puskesmas di belakang mereka yang teriak KALO ABIS YA AMBIL DOONNKKK DILEMARI."
PKM_BTL_026_R0017_227ab68a,PKM_BTL_026,Sewon 2,Bantul,1,Bantul | panjang | 1★,"Puskesmas pelayanan jelek mau minta rujukan aja di persulit , makanya saya mending bayar daripada ribet
Pertama kali periksa kandungan disini ibunya yg cek BB judes bgt saya bilang kalo mau periksa di dr kandungan tp sana malah bilang nanti mahal dll dikiranya saya gak mampu bayar apa!"
PKM_SBY_044_R0501_45527716,PKM_SBY_044,Manukan Kulon,Surabaya,1,Surabaya | panjang | 1★,Petugas KIA ibu2 yg berkacamata yang bagian depan (bagian panggil pasien) juwahat dan ketus amat. Bisa gaK sih orang itu ngelayani ibu2 hamil dan anak2  dan orang yg lagi sakit.dengan nada ramah TANPA ketus dan nada tinggi.kita ini orang sakit mbok ya di layani dengan baik. Jangan di bentak2..haduh... Di ganti aja deh orang itu.biar hati ini adem kalau mau berobat ke puskesmas. Kalau yang bagian dalam perawat dan dokternya baik2 dan ramah.
PKM_SMG_002_R0788_98f78503,PKM_SMG_002,Bangetayu,Semarang,1,Semarang | panjang | 1★,"calonku suntik TT di sini bengkak sampe seminggu ga sembuh2 grgr infeksi (mungkin salah suntik kena saraf & pas suntik ga dikasih alkohol langsung suntik aja serampangan) terus komplain kesitu doktere dibilang ""gapapa itu, bayi aja kadang kaya gitu""
intinnya ga mau disalahkan hahaha"
PKM_SBY_025_R0095_ca9330af,PKM_SBY_025,Siwalankerto,Surabaya,2,Surabaya | panjang | 2★,"Sangat tidak ramah di pelayanan sebelum masuk ke ruang dokter, mbkny ketus, suaranya tinggi, dan judes, tolong dong. Orng sakit kl telat berobat harusnya wajar, itupun kl telat datang lngsng diskip kenomor berikutnya kan, udh maju krn nomor udh kelewat nah ini malah diketusin suruh nunggu orng. Duh orng dah sakit badan rasanya gk karuan malah diketusin."
PKM_SBY_033_R0144_e3cd4c32,PKM_SBY_033,Dupak,Surabaya,1,Surabaya | sedang | 1★,"sistem cacat, apalagi yg jaga administasi sangat amat tidak profesional, di pendaftaran maks jam 10 tapi sampe jam 11 lebih masih belum dipanggil"
PKM_SBY_037_R0380_8540f983,PKM_SBY_037,Kalirungkut,Surabaya,1,Surabaya | sedang | 1★,jam nya gak sesuai dengan web nya . mohon diperbaiki
PKM_SBY_011_R0305_cb56e3f1,PKM_SBY_011,Kebonsari,Surabaya,1,Surabaya | sedang | 1★,"baru kali ini ada puskesmas yang menolak karena alasan sudah penuh, aneh sekali. beberapa kali ke puskesmas tidak ada yg berani menolak pasien.

bagian front office sepertinya anak magang"
